cliente_id,nome,cpf_fake,data_nascimento,sexo,cidade,estado,segmento
685,Aline Martins,283.425.366-69,1964-08-28,M,Rio de Janeiro,RJ,PF
686,Priscila Alves,887.326.361-83,1991-06-12,M,Goiânia,GO,PF
687,Nelson Lima,516.561.734-22,1982-08-20,M,Uberaba,MG,PF
688,Priscila Barbosa,883.428.692-48,1980-04-21,F,Recife,PE,PF
689,Aline Lopes,777.649.255-26,1990-03-27,F,Uberlândia,MG,PF
690,Patrícia Costa,888.567.347-22,1997-04-16,M,Curitiba,PR,PF
691,Bruno Ferreira,215.926.977-45,1995-10-20,F,Brasília,DF,PF
692,Karina Fernandes,281.476.222-58,1966-03-04,F,Brasília,DF,PF
693,Lucas Rodrigues,662.985.386-27,1986-07-14,M,Uberlândia,MG,PF
694,Rafael Alves,219.439.640-15,1999-09-18,M,Campinas,SP,PF
695,Priscila Vieira,782.513.813-51,1994-10-28,M,Salvador,BA,PF
696,João Costa,239.119.600-58,1974-10-28,M,Uberaba,MG,PF
697,Bruno Almeida,831.888.244-38,1977-09-02,F,Curitiba,PR,PF
698,Gabriela Ribeiro,286.195.102-17,2000-01-23,F,Salvador,BA,PF
699,Thiago Carvalho,571.236.275-20,1961-06-24,F,Recife,PE,PF
700,Ana Ferreira,751.671.965-19,1983-08-24,F,Goiânia,GO,PF
701,Marcelo Rodrigues,287.509.683-21,1965-03-23,M,São Paulo,SP,PF
702,Isabela Alves,290.478.116-45,2000-04-04,F,Curitiba,PR,PF
703,Fábio Souza,781.573.490-53,1961-09-28,M,Campinas,SP,PF
704,Karina Fernandes,951.567.580-92,1961-01-19,M,Brasília,DF,PF
705,Ana Ferreira,241.186.504-38,1974-10-20,M,Curitiba,PR,PF
706,Bruno Ribeiro,282.207.889-64,1969-01-03,F,Curitiba,PR,PF
707,Henrique Lopes,721.206.406-65,1982-04-19,F,Uberaba,MG,PF
708,Sandra Lopes,574.724.701-46,1973-06-25,M,Rio de Janeiro,RJ,PF
709,Vanessa Lima,803.333.172-91,1976-01-13,M,Goiânia,GO,PF
710,Marcelo Gomes,120.355.202-30,1985-06-03,F,Recife,PE,PF
711,Aline Barbosa,455.216.519-92,1985-03-24,F,Brasília,DF,PF
712,Sandra Carvalho,222.932.469-62,2002-01-27,M,Salvador,BA,PF
713,Henrique Soares,497.384.198-62,1981-08-17,M,Recife,PE,PF
714,Camila Vieira,924.568.638-67,1985-05-23,F,Recife,PE,PF
715,Isabela Lopes,449.208.555-87,1990-07-05,F,Curitiba,PR,PF
716,Otávio Souza,382.883.868-31,1967-11-03,M,Brasília,DF,PF
717,Fábio Ribeiro,616.772.544-72,1990-01-05,M,Belo Horizonte,MG,PF
718,João Oliveira,918.663.853-81,1998-10-15,M,Ribeirão Preto,SP,PF
719,Mariana Carvalho,830.866.302-11,1974-04-25,F,Campinas,SP,PF
720,João Barbosa,237.324.720-55,1968-01-10,F,Rio de Janeiro,RJ,PF
721,Gustavo Costa,521.108.714-42,1975-07-31,M,Brasília,DF,PF
722,Aline Lima,783.201.365-14,1972-05-17,M,Campinas,SP,PF
723,Elaine Silva,355.930.541-49,1986-05-02,M,Belo Horizonte,MG,PF
724,Aline Barbosa,345.338.699-97,1998-11-14,F,Curitiba,PR,PF
725,Fernanda Oliveira,771.762.524-18,1986-11-03,F,Campinas,SP,PF
726,Isabela Silva,750.827.558-18,1965-08-25,F,Uberlândia,MG,PF
727,Bruno Rodrigues,740.928.302-24,1974-02-28,F,São Paulo,SP,PF
728,Sandra Santos,764.398.742-72,1991-01-08,M,Salvador,BA,PF
729,Bruno Gomes,339.137.599-46,1974-11-12,F,Belo Horizonte,MG,PF
730,Henrique Costa,868.421.324-86,1986-05-22,M,Ribeirão Preto,SP,PF
731,Gustavo Alves,761.655.957-79,1991-03-27,M,Goiânia,GO,PF
732,Bruno Santos,878.818.460-15,1974-10-24,M,Belo Horizonte,MG,PF
733,Marcelo Oliveira,645.787.991-70,1989-02-18,M,Belo Horizonte,MG,PF
734,Vanessa Pereira,611.617.203-10,1977-11-30,F,Recife,PE,PF
735,Gustavo Santos,140.913.810-33,1966-01-28,M,Brasília,DF,PF
736,Priscila Carvalho,480.534.321-47,1976-09-30,F,Uberaba,MG,PF
737,Nelson Rodrigues,412.724.780-18,1979-11-06,F,Uberaba,MG,PF
738,Bruno Alves,518.991.880-80,1960-02-09,F,Campinas,SP,PF
739,Otávio Pereira,760.103.975-75,2000-03-04,F,Curitiba,PR,PF
740,Gabriela Lima,898.917.328-11,1983-10-03,M,Curitiba,PR,PF
741,Elaine Silva,692.512.118-34,1961-08-19,F,Uberaba,MG,PF
742,Isabela Oliveira,991.426.334-68,1999-01-23,F,Curitiba,PR,PF
743,Mariana Fernandes,697.398.863-61,1998-06-26,F,Salvador,BA,PF
744,Elaine Silva,244.392.862-17,1960-07-17,F,Uberaba,MG,PF
745,Diego Costa,111.690.497-32,1967-05-06,M,Uberlândia,MG,PF
746,Isabela Gomes,524.265.436-30,1976-05-15,F,Recife,PE,PF
747,Ana Alves,627.705.922-16,1982-10-29,M,Goiânia,GO,PF
748,Mariana Lima,393.337.620-57,1992-08-29,F,Rio de Janeiro,RJ,PF
749,Rafael Lopes,888.926.794-27,1979-02-04,M,São Paulo,SP,PF
750,Otávio Soares,136.908.947-32,1987-07-12,F,São Paulo,SP,PF
751,Patrícia Ferreira,141.711.629-89,1960-06-15,F,Uberaba,MG,PF
752,Gabriela Alves,617.783.806-10,1989-08-20,F,Uberaba,MG,PF
753,Sandra Rodrigues,233.801.261-28,2001-03-12,M,Campinas,SP,PF
754,Vinícius Gomes,776.283.234-11,1983-09-06,M,Belo Horizonte,MG,PF
755,Marcelo Carvalho,522.672.757-90,1980-06-21,F,Salvador,BA,PF
756,Karina Rodrigues,685.780.289-40,1973-05-15,M,Goiânia,GO,PF
757,Fernanda Alves,373.158.971-31,2002-12-11,M,Salvador,BA,PF
758,Henrique Vieira,503.420.139-90,1961-06-29,F,Goiânia,GO,PF
759,Otávio Silva,297.190.407-22,1972-11-26,F,São Paulo,SP,PF
760,Otávio Gomes,998.269.372-34,1966-03-29,M,Goiânia,GO,PF
761,Marcelo Almeida,123.111.561-30,1998-12-25,M,Belo Horizonte,MG,PF
762,Fábio Souza,175.361.346-47,1981-09-19,M,Rio de Janeiro,RJ,PF
763,Thiago Silva,992.375.733-78,2001-07-05,F,Curitiba,PR,PF
764,João Oliveira,145.550.503-55,1985-01-21,F,Belo Horizonte,MG,PF
765,Ana Vieira,254.518.210-94,1983-04-15,F,Goiânia,GO,PF
766,Carla Silva,627.131.554-92,1969-02-13,F,Goiânia,GO,PF
767,Vinícius Souza,767.345.902-26,1985-04-17,M,Uberaba,MG,PF
768,Juliana Silva,321.239.929-73,1990-11-02,F,Belo Horizonte,MG,PF
769,Elaine Oliveira,565.700.332-16,2003-06-11,F,Rio de Janeiro,RJ,PF
770,Rodrigo Martins,860.966.131-14,1984-09-14,F,São Paulo,SP,PF
771,Otávio Rodrigues,602.138.748-94,2002-04-01,F,Goiânia,GO,PF
772,Carla Ribeiro,351.364.876-41,2002-07-04,M,Uberaba,MG,PF
773,Gabriela Ribeiro,316.175.855-92,1983-07-08,F,Brasília,DF,PF
774,Camila Soares,170.821.243-22,1979-10-08,M,Uberlândia,MG,PF
775,Otávio Silva,442.492.867-72,1966-06-03,F,Ribeirão Preto,SP,PF
776,Isabela Fernandes,229.625.887-68,1972-01-31,F,Goiânia,GO,PF
777,Patrícia Martins,306.215.506-52,1999-07-24,F,Campinas,SP,PF
778,Nelson Souza,417.198.206-57,1966-03-23,M,Brasília,DF,PF
779,Priscila Lopes,948.637.493-92,1977-11-13,F,Uberaba,MG,PF
780,Bruno Fernandes,720.745.617-77,1991-06-10,F,Campinas,SP,PF
781,Isabela Ferreira,551.659.654-76,1970-10-30,M,Rio de Janeiro,RJ,PF
782,Henrique Vieira,907.364.728-12,2003-11-02,M,Ribeirão Preto,SP,PF
783,Rafael Gomes,578.907.680-33,1989-03-24,F,Belo Horizonte,MG,PF
784,Bruno Martins,645.421.489-30,1961-04-10,M,Salvador,BA,PF
785,Vinícius Barbosa,661.278.498-93,1971-02-14,M,Rio de Janeiro,RJ,PF
786,Carla Pereira,781.472.971-11,1993-04-27,F,Curitiba,PR,PF
787,Fernanda Soares,962.416.837-94,1998-11-05,M,Rio de Janeiro,RJ,PF
788,Elaine Alves,640.648.773-31,2001-09-17,F,Rio de Janeiro,RJ,PF
789,Rafael Lopes,260.408.530-76,1998-04-21,F,Curitiba,PR,PF
790,Diego Martins,331.607.103-12,1963-05-14,M,Goiânia,GO,PF
791,Isabela Rodrigues,969.864.876-39,1992-11-01,F,Uberlândia,MG,PF
792,Patrícia Lima,561.706.328-76,1964-12-15,M,Brasília,DF,PF
793,Vanessa Alves,722.466.490-37,1963-06-12,M,São Paulo,SP,PF
794,Juliana Santos,822.987.998-78,1991-02-20,F,Rio de Janeiro,RJ,PF
795,Marcelo Silva,413.802.319-89,1981-07-08,F,Campinas,SP,PF
796,Fernanda Alves,340.462.183-17,1989-02-27,F,Salvador,BA,PF
797,Lucas Silva,454.594.115-85,1998-04-26,M,Brasília,DF,PF
798,Rodrigo Souza,202.997.344-43,1963-02-05,F,Goiânia,GO,PF
799,Vanessa Almeida,243.841.758-16,1983-09-28,F,Recife,PE,PF
800,Marcelo Almeida,194.647.878-19,1997-07-20,M,Campinas,SP,PF
801,João Almeida,298.590.197-37,1979-10-25,M,Ribeirão Preto,SP,PF
802,Juliana Alves,109.548.742-46,1983-07-22,M,Ribeirão Preto,SP,PF
803,Diego Fernandes,330.481.558-24,1982-05-28,F,Salvador,BA,PF
804,Elaine Ribeiro,200.263.985-74,2000-10-28,M,Rio de Janeiro,RJ,PF
805,Henrique Oliveira,212.370.470-26,1962-03-31,M,Belo Horizonte,MG,PF
806,Gustavo Oliveira,865.945.320-11,1999-07-06,M,Campinas,SP,PF
807,Camila Carvalho,340.623.826-40,1996-09-26,F,Ribeirão Preto,SP,PF
808,Bruno Souza,345.323.102-11,1996-07-25,M,Brasília,DF,PF
809,Gustavo Costa,484.655.111-27,1978-07-21,F,Uberlândia,MG,PF
810,Diego Barbosa,917.990.676-56,1983-03-20,M,Curitiba,PR,PF
811,Henrique Silva,624.433.281-43,1976-08-08,F,Curitiba,PR,PF
812,Vinícius Silva,729.695.708-64,1971-04-30,F,Uberaba,MG,PF
813,Rafael Barbosa,154.663.891-67,1999-05-25,M,Belo Horizonte,MG,PF
814,Sandra Ribeiro,620.301.812-50,1982-10-08,M,Brasília,DF,PF
815,Lucas Oliveira,336.540.209-92,1992-07-20,M,São Paulo,SP,PF
816,Sandra Fernandes,731.393.813-14,1964-07-15,F,Recife,PE,PF
817,Carla Fernandes,447.685.121-73,1995-07-03,M,Rio de Janeiro,RJ,PF
818,Mariana Costa,835.634.285-76,1989-08-25,F,Recife,PE,PF
819,Elaine Martins,404.761.664-18,2004-11-22,M,Goiânia,GO,PF
820,Fábio Ferreira,189.113.164-36,1966-01-11,M,Recife,PE,PF
821,Rodrigo Santos,123.943.924-25,1984-04-20,M,Uberlândia,MG,PF
822,Nelson Ribeiro,379.767.693-61,1983-01-02,M,São Paulo,SP,PF
823,Diego Ferreira,989.666.701-54,1984-03-24,M,Uberlândia,MG,PF
824,Karina Carvalho,572.361.568-91,1962-06-12,M,Curitiba,PR,PF
825,Bruno Soares,438.219.639-79,1981-04-16,F,Goiânia,GO,PF
826,Fábio Silva,961.587.808-32,1973-06-24,F,São Paulo,SP,PF
827,Bruno Ribeiro,481.476.398-73,1987-10-13,F,São Paulo,SP,PF
828,Elaine Rodrigues,894.393.222-83,1970-06-11,M,Brasília,DF,PF
829,Marcelo Fernandes,863.940.329-73,1979-07-30,M,Uberaba,MG,PF
830,Marcelo Ferreira,743.810.824-94,1987-11-26,F,Goiânia,GO,PF
831,Thiago Martins,528.168.272-88,1962-11-18,F,Brasília,DF,PF
832,Fábio Ribeiro,859.109.430-31,1995-05-29,F,Uberaba,MG,PF
833,Patrícia Pereira,388.674.558-52,1992-03-17,F,Uberaba,MG,PF
834,Fernanda Carvalho,491.676.714-13,1962-07-30,F,Ribeirão Preto,SP,PF
835,Patrícia Almeida,223.406.491-98,1962-11-30,M,Brasília,DF,PF
836,Fernanda Ribeiro,901.683.132-18,1998-04-07,M,São Paulo,SP,PF
837,Isabela Lopes,511.627.693-22,1972-10-01,F,Ribeirão Preto,SP,PF
838,Rodrigo Barbosa,898.543.633-13,1998-09-26,F,Goiânia,GO,PF
839,Elaine Lima,841.588.300-38,1982-06-20,M,Uberaba,MG,PF
840,Vinícius Costa,417.124.946-81,1975-05-27,M,Goiânia,GO,PF
841,Aline Silva,896.417.601-50,1972-04-23,M,Belo Horizonte,MG,PF
842,Bruno Lopes,527.629.505-78,1989-08-28,F,Belo Horizonte,MG,PF
843,Karina Costa,152.273.902-88,1964-12-08,F,Uberaba,MG,PF
844,Mariana Lima,835.431.510-12,1978-02-12,F,São Paulo,SP,PF
845,Aline Santos,351.753.408-52,1975-07-25,M,Uberlândia,MG,PF
846,Gustavo Fernandes,210.546.748-60,1966-12-09,M,Recife,PE,PF
847,Vanessa Pereira,600.922.310-36,1975-11-17,M,São Paulo,SP,PF
848,Elaine Carvalho,660.531.980-15,1983-10-16,F,Rio de Janeiro,RJ,PF
849,Otávio Oliveira,210.407.512-89,1990-06-29,F,Salvador,BA,PF
850,Karina Barbosa,544.492.249-48,1963-11-20,M,Rio de Janeiro,RJ,PF
851,Henrique Souza,577.624.644-48,1999-04-05,M,Rio de Janeiro,RJ,PF
852,Camila Souza,241.237.239-65,1999-07-14,M,Belo Horizonte,MG,PF
853,Vinícius Fernandes,869.893.379-17,1991-02-21,F,Ribeirão Preto,SP,PF
854,Bruno Vieira,666.134.663-44,2001-08-05,F,Curitiba,PR,PF
855,Henrique Rodrigues,854.662.765-46,1979-04-05,F,Goiânia,GO,PF
856,Karina Gomes,855.572.662-42,1996-12-21,M,Uberlândia,MG,PF
857,Priscila Almeida,504.855.453-11,1992-09-23,M,Goiânia,GO,PF
858,Vanessa Fernandes,440.452.476-16,1985-04-25,M,Rio de Janeiro,RJ,PF
859,Vanessa Pereira,216.391.481-12,1968-01-29,F,Rio de Janeiro,RJ,PF
860,Mariana Costa,450.387.131-32,1985-02-03,M,Ribeirão Preto,SP,PF
861,Carla Almeida,347.229.775-16,2000-07-24,F,Uberaba,MG,PF
862,Vanessa Almeida,619.698.824-58,2004-04-22,M,São Paulo,SP,PF
863,Rafael Lopes,587.783.867-28,1980-02-29,M,São Paulo,SP,PF
864,Aline Ribeiro,815.515.188-64,1971-02-26,M,Ribeirão Preto,SP,PF
865,Nelson Oliveira,978.226.113-91,1993-08-21,M,São Paulo,SP,PF
866,Gustavo Vieira,636.296.812-45,1963-06-02,M,Campinas,SP,PF
867,Camila Fernandes,398.360.638-21,1966-10-19,F,Uberlândia,MG,PF
868,Marcelo Lopes,425.374.154-77,1985-04-15,F,São Paulo,SP,PF
869,Patrícia Santos,107.962.185-41,2004-07-23,M,São Paulo,SP,PF
870,Ana Rodrigues,188.429.649-17,1974-10-18,M,Belo Horizonte,MG,PF
871,Mariana Almeida,572.793.509-20,1979-12-13,F,Salvador,BA,PF
872,Nelson Silva,722.267.115-48,1974-07-04,M,Curitiba,PR,PF
873,Gabriela Barbosa,343.125.798-63,1979-10-28,F,Salvador,BA,PF
874,Bruno Pereira,918.531.494-84,1960-04-26,M,Goiânia,GO,PF
875,Juliana Almeida,173.425.818-36,1986-10-06,F,Belo Horizonte,MG,PF
876,Vinícius Fernandes,895.355.471-89,1986-10-31,M,Salvador,BA,PF
877,Thiago Pereira,318.970.139-33,1974-03-14,F,Campinas,SP,PF
878,Thiago Alves,631.634.917-95,1971-11-18,F,Curitiba,PR,PF
879,Karina Martins,709.693.385-81,1994-04-10,M,Ribeirão Preto,SP,PF
880,Sandra Ribeiro,677.121.848-42,1968-06-14,M,Campinas,SP,PF
881,Lucas Lima,527.537.836-33,1962-02-12,F,Campinas,SP,PF
882,Ana Martins,452.135.413-17,1961-10-26,M,São Paulo,SP,PF
883,Sandra Vieira,624.902.517-91,1999-09-06,F,Goiânia,GO,PF
884,Patrícia Gomes,978.148.564-57,1976-05-25,F,Curitiba,PR,PF
885,Carla Souza,446.846.455-14,1964-07-31,F,Uberlândia,MG,PF
886,Karina Pereira,592.281.419-54,1999-07-22,F,Belo Horizonte,MG,PF
887,Karina Pereira,749.350.442-16,1966-09-08,M,Salvador,BA,PF
888,Gustavo Oliveira,445.621.654-36,1975-02-24,M,Goiânia,GO,PF
889,João Souza,154.619.689-17,1960-12-06,F,Recife,PE,PF
890,João Carvalho,553.185.507-67,1990-07-23,F,Brasília,DF,PF
891,Bruno Alves,746.741.781-31,1991-06-21,M,Brasília,DF,PF
892,Ana Barbosa,860.414.436-80,1994-01-17,M,Salvador,BA,PF
893,Rodrigo Rodrigues,394.167.742-68,1971-11-02,F,Brasília,DF,PF
894,Fábio Santos,623.228.667-27,1974-10-06,F,São Paulo,SP,PF
895,Otávio Lopes,599.556.794-96,2002-03-20,F,Goiânia,GO,PF
896,Sandra Fernandes,270.203.599-94,1996-12-22,F,Uberaba,MG,PF
897,Karina Ferreira,242.538.466-38,1961-09-02,M,Ribeirão Preto,SP,PF
898,Otávio Rodrigues,696.365.543-85,1991-02-19,M,Curitiba,PR,PF
899,Bruno Souza,441.118.895-34,1996-07-29,M,Belo Horizonte,MG,PF
900,Otávio Costa,794.785.573-17,1985-03-02,M,Curitiba,PR,PF
901,Bruno Gomes,954.712.481-85,1988-10-18,F,Brasília,DF,PF
902,Nelson Ferreira,808.783.250-66,1960-01-17,M,São Paulo,SP,PF
903,Diego Silva,356.170.403-19,1961-05-08,M,Uberlândia,MG,PF
904,Ana Gomes,195.753.551-45,1961-07-30,M,Curitiba,PR,PF
905,Carla Barbosa,272.793.670-62,1967-02-26,F,Rio de Janeiro,RJ,PF
906,Henrique Carvalho,270.211.211-12,2004-08-03,M,Curitiba,PR,PF
907,Camila Gomes,971.430.691-97,1988-07-18,F,Campinas,SP,PF
908,Priscila Oliveira,941.388.540-51,1995-03-16,M,Brasília,DF,PF
909,Henrique Ferreira,130.790.616-43,1973-04-20,M,Ribeirão Preto,SP,PF
910,Elaine Ferreira,601.761.113-67,2002-03-11,M,Ribeirão Preto,SP,PF
911,João Lopes,874.753.657-18,1968-12-13,M,São Paulo,SP,PF
912,João Fernandes,769.774.544-61,2000-08-09,M,Uberaba,MG,PF
913,Gustavo Vieira,655.208.331-80,1961-05-21,F,Recife,PE,PF
914,Diego Barbosa,975.342.460-91,1960-12-02,M,Brasília,DF,PF
915,Thiago Barbosa,245.334.150-30,1963-07-20,M,Uberaba,MG,PF
916,Karina Barbosa,671.413.984-89,1995-08-20,F,Salvador,BA,PF
917,Sandra Santos,905.753.731-55,1971-08-03,F,Belo Horizonte,MG,PF
918,Mariana Oliveira,990.185.749-22,1980-04-20,F,Brasília,DF,PF
919,Aline Alves,404.329.640-80,1981-03-17,M,Belo Horizonte,MG,PF
920,Gabriela Ribeiro,171.640.299-16,1995-07-13,M,Ribeirão Preto,SP,PF
921,Mariana Santos,475.622.281-44,1975-09-11,M,Brasília,DF,PF
922,Juliana Soares,957.411.995-84,1960-04-20,M,Recife,PE,PF
923,Fernanda Martins,433.618.737-51,1977-05-23,M,Recife,PE,PF
924,Mariana Costa,466.396.225-12,1972-12-20,M,Salvador,BA,PF
925,Patrícia Souza,402.815.309-25,1992-11-21,F,Uberaba,MG,PF
926,Carla Ferreira,394.638.293-29,1993-10-23,F,Belo Horizonte,MG,PF
927,Nelson Souza,200.398.295-83,1964-02-20,F,Salvador,BA,PF
928,Diego Fernandes,914.433.176-17,1995-09-08,M,Recife,PE,PF
929,Lucas Ribeiro,391.516.575-37,1963-03-04,F,São Paulo,SP,PF
930,Patrícia Almeida,418.355.565-72,1987-11-21,F,Uberlândia,MG,PF
931,Fernanda Ferreira,139.530.683-69,1977-07-08,F,Brasília,DF,PF
932,Marcelo Pereira,606.572.712-43,1973-07-22,M,Uberlândia,MG,PF
933,Marcelo Lima,609.387.493-21,1981-09-29,M,Uberlândia,MG,PF
934,Diego Lopes,414.227.303-47,1973-12-19,M,Recife,PE,PF
935,Ana Lopes,549.946.123-89,1995-09-22,F,Campinas,SP,PF
936,Bruno Rodrigues,395.751.709-96,2003-07-04,M,Belo Horizonte,MG,PF
937,Thiago Vieira,197.969.156-88,1996-09-17,M,Brasília,DF,PF
938,Mariana Oliveira,686.533.457-18,1979-10-07,M,Ribeirão Preto,SP,PF
939,Gabriela Fernandes,820.754.942-75,1982-08-25,F,Goiânia,GO,PF
940,Rodrigo Oliveira,960.897.482-72,1980-02-14,F,Salvador,BA,PF
941,Lucas Ferreira,337.814.647-49,1995-09-17,M,Uberaba,MG,PF
942,Fábio Soares,664.349.659-52,1984-11-08,F,Brasília,DF,PF
943,Thiago Souza,389.977.157-77,1981-01-24,M,Rio de Janeiro,RJ,PF
944,Vanessa Lima,288.300.238-19,1978-06-05,M,Campinas,SP,PF
945,Bruno Lima,211.848.932-62,1976-11-16,F,Recife,PE,PF
946,Fábio Rodrigues,112.877.641-56,1984-11-14,M,Campinas,SP,PF
947,Priscila Almeida,951.468.423-79,1991-01-03,F,Campinas,SP,PF
948,Elaine Fernandes,573.744.725-84,1979-06-16,M,Salvador,BA,PF
949,Sandra Fernandes,385.164.529-67,1996-04-20,F,Brasília,DF,PF
950,Fernanda Alves,834.340.770-84,1997-03-15,F,Salvador,BA,PF
951,Rafael Costa,826.826.987-68,1979-04-23,F,Rio de Janeiro,RJ,PF
952,Rodrigo Rodrigues,432.492.771-31,2000-11-28,F,Curitiba,PR,PF
953,João Rodrigues,641.614.699-47,1967-10-15,M,Uberaba,MG,PF
954,Isabela Souza,765.164.774-82,2001-12-12,F,Ribeirão Preto,SP,PF
955,Bruno Vieira,896.929.414-14,1973-03-27,F,Salvador,BA,PF
956,Carla Fernandes,687.181.351-72,1985-05-24,F,Brasília,DF,PF
957,Ana Lopes,634.645.775-24,1972-10-05,F,São Paulo,SP,PF
958,João Costa,811.627.477-51,1979-11-24,F,São Paulo,SP,PF
959,Isabela Gomes,557.594.400-29,1975-04-21,M,Rio de Janeiro,RJ,PF
960,Nelson Costa,251.406.334-55,1991-09-27,M,Uberaba,MG,PF
961,Lucas Costa,920.197.377-14,1963-08-27,F,Belo Horizonte,MG,PF
962,Juliana Lima,976.729.317-46,1997-09-22,M,Rio de Janeiro,RJ,PF
963,Karina Oliveira,750.960.615-34,2000-09-03,M,São Paulo,SP,PF
964,Karina Oliveira,726.716.678-14,1985-05-02,F,Rio de Janeiro,RJ,PF
965,Fábio Barbosa,735.117.914-88,1984-08-17,M,Goiânia,GO,PF
966,Carla Gomes,606.680.160-87,1991-07-02,F,Recife,PE,PF
967,Marcelo Barbosa,343.335.736-93,1968-12-16,F,Goiânia,GO,PF
968,Elaine Souza,544.556.593-35,1993-09-27,F,Salvador,BA,PF
969,Lucas Ribeiro,636.963.443-78,1969-11-03,F,Salvador,BA,PF
970,Aline Rodrigues,795.864.750-92,1990-06-09,M,Uberaba,MG,PF
971,Elaine Ferreira,742.977.743-84,1973-10-01,M,Recife,PE,PF
972,Priscila Silva,900.984.635-73,1993-07-30,F,Curitiba,PR,PF
973,Lucas Oliveira,969.441.207-88,1995-08-07,M,Belo Horizonte,MG,PF
974,Elaine Vieira,668.485.744-12,1969-05-22,M,Uberlândia,MG,PF
975,Ana Alves,529.338.359-96,1987-10-14,M,São Paulo,SP,PF
976,Vinícius Martins,594.226.427-31,1982-06-05,M,Uberlândia,MG,PF
977,Carla Gomes,917.361.420-39,1973-03-26,M,Ribeirão Preto,SP,PF
978,Bruno Lima,257.801.618-48,1986-06-22,F,Recife,PE,PF
979,Patrícia Costa,455.699.186-92,2004-09-02,M,Campinas,SP,PF
980,Vanessa Souza,607.304.583-85,1960-02-10,M,Uberlândia,MG,PF
981,Marcelo Barbosa,255.570.637-82,2003-01-23,M,Campinas,SP,PF
982,Elaine Soares,610.762.795-89,1998-07-09,M,Uberaba,MG,PF
983,Juliana Almeida,425.732.323-85,1983-10-28,F,Salvador,BA,PF
984,Lucas Gomes,955.364.604-83,1987-06-14,F,Belo Horizonte,MG,PF
985,Marcelo Souza,124.733.837-87,1976-08-12,F,Rio de Janeiro,RJ,PF
986,Juliana Vieira,276.780.806-10,1965-10-23,F,Campinas,SP,PF
987,Camila Alves,733.662.970-13,1985-09-19,M,Uberlândia,MG,PF
988,Rafael Santos,968.613.346-44,1996-09-26,M,Curitiba,PR,PF
989,Vinícius Alves,789.995.384-97,1970-05-26,M,Campinas,SP,PF
990,Bruno Lopes,665.272.637-81,1992-04-08,M,Rio de Janeiro,RJ,PF
991,Vanessa Martins,149.170.104-60,1993-08-30,M,Brasília,DF,PF
992,Bruno Lopes,151.937.215-16,1994-02-15,M,Rio de Janeiro,RJ,PF
993,Vanessa Lopes,331.786.915-32,1975-04-20,M,Campinas,SP,PF
994,Juliana Rodrigues,566.795.816-23,1977-08-23,M,Uberlândia,MG,PF
995,Gabriela Vieira,853.879.760-56,1978-09-24,M,Belo Horizonte,MG,PF
996,Patrícia Lima,451.899.876-56,1998-06-10,F,Campinas,SP,PF
997,Isabela Martins,767.459.768-17,2000-07-09,M,Ribeirão Preto,SP,PF
998,Fernanda Silva,910.563.638-26,1978-08-19,M,Rio de Janeiro,RJ,PF
999,Rafael Barbosa,575.102.900-76,2003-08-26,M,Ribeirão Preto,SP,PF
1000,Isabela Ferreira,508.851.829-20,1985-09-03,F,Salvador,BA,PF
1001,Priscila Santos,148.327.101-61,1977-04-30,F,Uberaba,MG,PF
1002,Lucas Gomes,574.583.166-91,1960-01-11,F,Ribeirão Preto,SP,PF
1003,Gustavo Oliveira,977.630.104-45,1987-07-02,M,Rio de Janeiro,RJ,PF
1004,Nelson Souza,745.773.318-83,1989-01-07,M,Belo Horizonte,MG,PF
1005,Gustavo Martins,969.557.443-56,2003-07-31,M,São Paulo,SP,PF
1006,Otávio Pereira,124.570.124-13,1992-04-26,M,Rio de Janeiro,RJ,PF
1007,Elaine Vieira,597.559.987-55,1961-05-02,F,Brasília,DF,PF
1008,Vanessa Alves,980.825.403-92,1985-07-09,M,Rio de Janeiro,RJ,PF
1009,Mariana Almeida,533.634.190-28,1993-06-05,M,Goiânia,GO,PF
1010,Rodrigo Gomes,569.343.639-17,1982-05-06,F,Salvador,BA,PF
1011,João Carvalho,325.697.650-97,1979-04-28,M,Salvador,BA,PF
1012,Vanessa Ribeiro,908.828.100-63,1996-06-12,F,Recife,PE,PF
1013,Carla Gomes,305.339.288-50,1987-07-07,M,Belo Horizonte,MG,PF
1014,Thiago Barbosa,211.578.249-54,1990-08-30,M,Brasília,DF,PF
1015,Patrícia Alves,662.261.192-81,1980-11-19,M,Belo Horizonte,MG,PF
1016,Rafael Souza,763.335.897-29,1972-07-06,M,Uberaba,MG,PF
1017,Carla Carvalho,933.201.693-11,1983-05-12,F,São Paulo,SP,PF
1018,Bruno Soares,277.463.176-50,2003-02-28,M,Brasília,DF,PF
1019,Sandra Silva,308.188.964-97,1987-02-14,M,Campinas,SP,PF
1020,Bruno Lima,965.238.443-39,1991-10-30,M,Salvador,BA,PF
1021,Isabela Fernandes,392.474.558-53,1965-08-02,M,São Paulo,SP,PF
1022,Fernanda Almeida,362.980.980-39,2004-06-16,F,Brasília,DF,PF
1023,Isabela Barbosa,298.578.431-97,1971-01-05,M,Rio de Janeiro,RJ,PF
1024,Nelson Costa,486.135.212-16,2003-09-16,F,Recife,PE,PF
1025,Fernanda Carvalho,444.384.870-89,1980-01-22,M,Uberaba,MG,PF
